,finger,t,px,py,pz,fx,fy,fz,nx,ny,nz,taux,tauy,tauz,vx,vy,vz
3083,LF,84,0.10511181965518301,-0.3314433087437381,0.9506869078740146,-0.009889568757136723,0.014227214231967475,-0.00896871455029367,0.0,-1.0,0.0,5.531518721934744e-05,-6.261366744920676e-05,-0.00016031967567989763,-0.002385283179500569,0.00041691256261855436,2.9028222698901374e-05
3084,LF,84,0.10349007821612559,-0.33126016825941546,0.9517389956519648,-0.3545928893317446,1.063301479390315,-0.2198875927136594,0.0,-1.0,0.0,-4.813289462812006e-06,-0.0012150566016612561,-0.0058678377799686685,-0.016217414390574253,0.001831404843226636,0.010520877779502946
3085,FF,85,0.10884944224064501,-0.331485,1.007725277694176,0.10208841218427078,1.890498713910291,-1.9069856243341992,0.0,-1.0,0.0,0.006753466564354835,-0.0010859833794248232,-0.0007150549466318694,0.053593640245194196,-0.0022483174058451905,0.5598628204221123
3086,FF,85,0.1088681116641334,-0.331485,1.0077112374951283,-0.061324839424372744,0.14535365904775216,-0.20359556783179628,0.0,-1.0,0.0,0.0012414560266997595,-0.0007901913592883304,-0.0009380818008182139,0.00018669423488396064,0.0,-0.00014040199047826718
3087,FF,85,0.10882548222846289,-0.3314818469473271,1.007710994392712,-0.02481766471740262,0.02752041963437799,-0.03578803397617007,0.0,-1.0,0.0,0.0002014443782357216,-0.000268466128986594,-0.0003461402650348545,-0.00042629435670515914,3.153052672899559e-05,-2.4310241619751594e-06
3088,FF,85,0.10882600181388345,-0.331485,1.0077438351631978,-0.009446376734783197,0.01078771756244005,-0.014087437240453719,0.0,-1.0,0.0,7.97349536041445e-05,-0.00010223136995050197,-0.00013175210821118557,5.1958542056362855e-06,-3.153052672899559e-05,0.00032840770485709214
3089,FF,85,0.10749387002746413,-0.331485,1.0076872453156114,-0.2413211194388833,0.6662326453700356,-0.9414946294111629,0.0,-1.0,0.0,0.006946435765950535,-0.002970254052016341,-0.0038823395858683316,-0.013321317864193188,0.0,-0.0005658984758638574
3090,FF,85,0.10886878743278017,-0.331485,1.006769344645174,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.01374917405316034,0.0,-0.009179006704373993
3091,FF,85,0.10887216941867313,-0.331485,1.0067331515185658,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.381985892961237e-05,0.0,-0.00036193126608186077
3092,FF,85,0.10880990569870747,-0.3314806429100041,1.0067322837065074,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.0006226371996566338,4.3570899958544906e-05,-8.678120584360016e-06
3093,FF,85,0.10880900362033502,-0.331485,1.0066896661669735,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-9.020783724444925e-06,-4.3570899958544906e-05,-0.00042617539533829074
3094,FF,85,0.10825362835584099,-0.331485,1.0067147128735099,-6.496253498318103e-201,1.036277501346631e-200,5.846984889454068e-201,0.0,-1.0,0.0,-1.6419778446984816e-202,-4.4255456328932496e-203,-1.0399566720619598e-202,-0.005553752644940346,0.0,0.0002504670653635799
3095,MF,85,0.10680188895375559,-0.331485,0.9970368092554925,0.25916149636694563,2.8550540409540606,-0.6495021967448584,0.0,-1.0,0.0,-0.013452636511385282,0.0021376193098946047,0.004028644173150779,-0.014517394020854002,0.0,-0.09677903618017347
3096,MF,85,0.1071104475436025,-0.331485,0.9968987972132708,0.0074328330535345585,0.17931610937719922,-0.10710071844553064,0.0,-1.0,0.0,-3.6028248943188066e-05,6.83838452320394e-05,0.00011199302194929841,0.0030855858984690787,0.0,-0.0013801204222174679
3097,MF,85,0.10680527832825001,-0.3314368819156293,0.9967134939453918,-0.049097803759017705,0.10420207621385194,-0.11680324718860402,0.0,-1.0,0.0,0.0007304537419608772,-0.00039030714178192464,-0.0006552428194827899,-0.0030516921535247987,0.00048118084370663006,-0.001853032678790223
3098,MF,85,0.10750919621291649,-0.331485,0.9967078929410035,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.007039178846664773,-0.00048118084370663006,-5.6010043882892546e-05
3099,MF,85,0.10776232754757882,-0.331485,0.9962971248737995,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.002531313346623293,0.0,-0.004107680672039704
3100,MF,85,0.10817726703236542,-0.331485,0.9957230893337141,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.004149394847866028,0.0,-0.005740355400853936
3101,MF,85,0.10679328719648468,-0.331392893024012,0.9956938157335326,-0.07462067242303669,0.1462922817495388,-0.17013606300808132,0.0,-1.0,0.0,0.0010988030367323777,-0.0007640908842387161,-0.0011389356080935358,-0.01383979835880747,0.0009210697598799333,-0.0002927360018156744
3102,MF,85,0.10513454479262267,-0.331485,0.9968433978755882,-0.07703601779170013,0.4049483778020851,-0.4567176776317407,0.0,-1.0,0.0,0.003631666126506895,-0.00045085115065097514,-0.0010123114586210714,-0.01658742403862004,-0.0009210697598799333,0.011495821420556274
3103,MF,85,0.10539715936821901,-0.331485,0.9968766277771312,-0.00027315104790131444,0.0004082990899871746,-0.0004726327287719637,0.0,-1.0,0.0,3.7021895821603433e-06,-1.6903000813220444e-06,-3.5998458111993357e-06,0.002626145755963427,0.0,0.00033229901542974893
3104,MF,85,0.10513386508103736,-0.3314208208706771,0.9956542768343997,-0.1384275043879936,0.2316623699879486,-0.26278862873048964,0.0,-1.0,0.0,0.0020838851551510857,-0.0011386354688646112,-0.0021014836730041237,-0.002632942871816507,0.0006417912932288328,-0.012223509427314871
3105,RF,85,0.10814522834147958,-0.331485,0.9735187267106509,0.36633854816724976,4.443565822491634,-0.7151319710634427,0.0,-1.0,0.0,-0.025005800007197293,0.0020503131245750822,-6.975935442406385e-05,0.030113632604422125,-0.0006417912932288328,-0.22135550123748793
3106,RF,85,0.1081546415457883,-0.331485,0.9734878112339351,-0.05834282251214372,0.34883865310432316,-0.21960312743222044,0.0,-1.0,0.0,0.00016625615563925543,-0.000697888944476162,-0.001152763604724201,9.4132043087225e-05,0.0,-0.00030915476715742685
3107,RF,85,0.10809411950927655,-0.33147429619496965,0.9734873577804145,-0.033603560485906576,0.047145324478568465,-0.04481934369418593,0.0,-1.0,0.0,0.00022338388522552094,-0.0003083483554812285,-0.0004918340018711085,-0.0006052203651174537,0.00010703805030320979,-4.534535206213164e-06
3108,RF,85,0.10809813933220476,-0.331485,0.9736928227499524,-0.041664416426900386,0.051937616826235516,-0.04886327248584296,0.0,-1.0,0.0,0.00023979219895213286,-0.0003649249187169998,-0.0005923494510139164,4.019822928205685e-05,-0.00010703805030320979,0.0020546496953788296
3109,RF,85,0.10645148063984164,-0.331485,0.9752171209379233,-0.10922639371606219,1.2673472365453953,-0.9043276389764792,0.0,-1.0,0.0,0.004354983307459957,-0.00012010470731987067,-0.000694320800585154,-0.016466586923631205,0.0,0.015242981879709516
3110,RF,85,0.107036504805284,-0.331485,0.974882569588202,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.005850241654423577,0.0,-0.0033455134972137923
3111,RF,85,0.106449303940576,-0.3313750540444661,0.9745314564675506,-0.006424345909569215,0.013797288478375285,-0.013555018763619413,0.0,-1.0,0.0,9.712892166968099e-05,-4.0102913787408876e-05,-8.685353237116572e-05,-0.005872008647079957,0.0010994595553387443,-0.0035111312065139177
3112,RF,85,0.10765083006649105,-0.331485,0.9745134284743545,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.012015261259150506,-0.0010994595553387443,-0.00018027993196056968
3113,RF,85,0.10644107494966495,-0.3313221167766971,0.9734697465626146,-3.2192119112285283e-173,3.9738086979594965e-173,-3.746102630892499e-173,0.0,-1.0,0.0,2.5659347813680914e-175,-2.3740899882248733e-175,-4.723433658929581e-175,-0.012097551168260973,0.0016288322330287874,-0.010436819117398688
3114,RF,85,0.1047736225362485,-0.3313229096040738,0.9734630628267202,-0.22312918617965388,0.9515136486875898,-0.9398158632079503,0.0,-1.0,0.0,0.00832896761286431,-0.002066460060464038,-0.00406962775039704,-0.016674524134164537,-7.928273766943938e-06,-6.683735894408294e-05
3115,LF,85,0.10507644024358824,-0.331485,0.9528996874116117,0.6587645789176361,7.257734880743778,0.5394096901477397,0.0,-1.0,0.0,-0.04015130340633795,0.00298283460345805,0.008901645306276039,0.0030281770733973923,-0.0016209039592618435,-0.20563375415108553
3116,LF,85,0.1051775695129233,-0.331485,0.9527861171442651,-0.06847779822317873,0.5553562710431511,0.055472025769078295,0.0,-1.0,0.0,-0.0033182311506147564,-0.00031250113273535956,-0.0009676174373086221,0.0010112926933505961,0.0,-0.0011357026734659659
3117,LF,85,0.10489833663896733,-0.3314354340931102,0.9527906707174033,-0.13739726519343848,0.18622124277250457,-0.06767756159754564,0.0,-1.0,0.0,9.158294075715403e-05,-0.0006054835035055881,-0.0018519747629916357,-0.002792328739559674,0.0004956590688975915,4.5535731382218e-05
3118,LF,85,0.10537527573366678,-0.331485,0.9520261033591926,-2.256373076975871e-197,2.393505797303382e-197,2.946258436177572e-197,0.0,-1.0,0.0,-5.075054778346725e-199,-8.425611743531015e-200,-3.2022112503079073e-199,0.004769390946994523,-0.0004956590688975915,-0.007645673582107326
3119,LF,85,0.1054596449827101,-0.331485,0.951716050370588,-3.36456451104851e-183,3.569048374477632e-183,4.393279052959708e-183,0.0,-1.0,0.0,-7.58944326899935e-185,-1.1503841116598706e-185,-4.877767762853549e-185,0.0008436924904331455,0.0,-0.0031005298860453667
3120,LF,85,0.1048925923348797,-0.33138491678679727,0.9517233748405782,-0.12412302866935941,0.17634550810265476,-0.11598498113791905,0.0,-1.0,0.0,0.0007710095683247798,-0.0006761606718374271,-0.0018531532089671625,-0.005670526478303989,0.001000832132027063,7.324469990188653e-05
3121,LF,85,0.10513594985591654,-0.331485,0.9508643309730995,-4.0723721361330134e-38,5.785747747442359e-38,-3.805369643808679e-38,0.0,-1.0,0.0,2.315203220098432e-40,-2.6483443745166556e-40,-6.5042358296507365e-40,0.0024335752103683828,-0.001000832132027063,-0.008590438674787038
3122,LF,85,0.10508098745732855,-0.331485,0.950706736757837,-0.03628820950402524,0.04564183181812529,0.0028966202812337714,0.0,-1.0,0.0,-0.00024677783179266594,-0.00015978183166778955,-0.0005739068331593788,-0.0005496239858798768,0.0,-0.0015759421526251316
3123,LF,85,0.104876835490323,-0.3314498516118394,0.9507091072707577,-0.09586279262558013,0.1217497684683798,0.00032414382544262293,0.0,-1.0,0.0,-0.000536129913419142,-0.00041809128220814937,-0.001519059949103858,-0.002041519670055447,0.0003514838816059962,2.3705129207352016e-05
3124,LF,85,0.10325527970079278,-0.33126374945638337,0.9517609614592469,-0.31305074367094904,0.9293868483067629,-0.24396350385443133,0.0,-1.0,0.0,0.0006764162718430658,-0.0011292275055229204,-0.005169797077776919,-0.016215557895302296,0.0018610215545600273,0.010518541884891874
3125,FF,86,0.10884944224064501,-0.331485,1.007725277694176,0.10208841218427078,1.890498713910291,-1.9069856243341992,0.0,-1.0,0.0,0.006753466564354835,-0.0010859833794248232,-0.0007150549466318694,0.05594162539852232,-0.0022125054361660235,0.5596431623492915
3126,FF,86,0.1088681116641334,-0.331485,1.0077112374951283,-0.061324839424372744,0.14535365904775216,-0.20359556783179628,0.0,-1.0,0.0,0.0012414560266997595,-0.0007901913592883304,-0.0009380818008182139,0.00018669423488396064,0.0,-0.00014040199047826718
3127,FF,86,0.10882548222846289,-0.3314818469473271,1.007710994392712,-0.02481766471740262,0.02752041963437799,-0.03578803397617007,0.0,-1.0,0.0,0.0002014443782357216,-0.000268466128986594,-0.0003461402650348545,-0.00042629435670515914,3.153052672899559e-05,-2.4310241619751594e-06
3128,FF,86,0.10882600181388345,-0.331485,1.0077438351631978,-0.009446376734783197,0.01078771756244005,-0.014087437240453719,0.0,-1.0,0.0,7.97349536041445e-05,-0.00010223136995050197,-0.00013175210821118557,5.1958542056362855e-06,-3.153052672899559e-05,0.00032840770485709214
3129,FF,86,0.10749387002746413,-0.331485,1.0076872453156114,-0.2413211194388833,0.6662326453700356,-0.9414946294111629,0.0,-1.0,0.0,0.006946435765950535,-0.002970254052016341,-0.0038823395858683316,-0.013321317864193188,0.0,-0.0005658984758638574
3130,FF,86,0.10886878743278017,-0.331485,1.006769344645174,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.01374917405316034,0.0,-0.009179006704373993
3131,FF,86,0.10887216941867313,-0.331485,1.0067331515185658,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.381985892961237e-05,0.0,-0.00036193126608186077
3132,FF,86,0.10880990569870747,-0.3314806429100041,1.0067322837065074,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.0006226371996566338,4.3570899958544906e-05,-8.678120584360016e-06
3133,FF,86,0.10880900362033502,-0.331485,1.0066896661669735,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-9.020783724444925e-06,-4.3570899958544906e-05,-0.00042617539533829074
3134,FF,86,0.10825362835584099,-0.331485,1.0067147128735099,-6.496253498318103e-201,1.036277501346631e-200,5.846984889454068e-201,0.0,-1.0,0.0,-1.6419778446984816e-202,-4.4255456328932496e-203,-1.0399566720619598e-202,-0.005553752644940346,0.0,0.0002504670653635799
3135,MF,86,0.10659704815255769,-0.331485,0.9970990947685203,0.2735473824948878,2.8574823558468774,-0.8656801808510979,0.0,-1.0,0.0,-0.010637670673472939,0.002268739967051875,0.004127364281080587,-0.016565802032832977,0.0,-0.09615618104989565
3136,MF,86,0.10687715957295625,-0.331485,0.9969755181311025,0.010373495300486923,0.19281905553217044,-0.11445848932649882,0.0,-1.0,0.0,-4.193526192147139e-05,9.023497153099182e-05,0.00014821099635275049,0.0028011142039856274,0.0,-0.0012357663741779934
3137,MF,86,0.10660024064244485,-0.3314405540118203,0.9968073692770194,-0.044874531938597736,0.09709426965023628,-0.10222666817956638,0.0,-1.0,0.0,0.0005939032235590104,-0.00035625613872240455,-0.0005990761497198181,-0.0027691893051140504,0.00044445988179653284,-0.0016814885408311664
3138,MF,86,0.1072443092463376,-0.331485,0.9968023187292766,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.006440686038927529,-0.00044445988179653284,-5.050547742802003e-05
3139,MF,86,0.10752799700813816,-0.331485,0.9963728586336696,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.002836877618005579,0.0,-0.004294600956069594
3140,MF,86,0.10795508517380306,-0.331485,0.9958169155606609,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.004270881656649045,0.0,-0.005559430730087689
3141,MF,86,0.106588640341293,-0.33139303272794113,0.995787845061437,-0.06766349193858509,0.16962555751574782,-0.18564330657388733,0.0,-1.0,0.0,0.0011221913517873612,-0.0007281120915474701,-0.0010743064677558587,-0.013664448325100553,0.0009196727205884603,-0.00029070499223848856
3142,MF,86,0.10492929997133621,-0.331485,0.9969173272635514,-0.07447538204982382,0.35055501421228646,-0.4040872321063437,0.0,-1.0,0.0,0.0032602050754653973,-0.00044487285406712433,-0.0009868102641047572,-0.016593403699567966,-0.0009196727205884603,0.011294822021143958
3143,MF,86,0.1051489472878043,-0.331485,0.9969436320178829,0.0002880096655672563,0.0026302879274436013,-0.001467642418456404,0.0,-1.0,0.0,3.0357990134813425e-06,1.8569782753439223e-06,3.923794328472109e-06,0.002196473164680912,0.0,0.00026304754331518687
3144,MF,86,0.10492921387897611,-0.33141970270383825,0.9957476259745787,-0.12497241189567003,0.2536985655240719,-0.2733155866318362,0.0,-1.0,0.0,0.0020904777398678413,-0.001069726913447797,-0.0019488102935277295,-0.0021973340882819326,0.0006529729616172597,-0.011960060433042763
3145,RF,86,0.10783885839033541,-0.331485,0.973827418025327,0.3737001614579998,4.415339210093034,-0.6657035314411732,0.0,-1.0,0.0,-0.02544567532692692,0.0021634347187523464,6.496159635773283e-05,0.02909644511359305,-0.0006529729616172597,-0.21920207949251647
3146,RF,86,0.10784880429958252,-0.331485,0.9737947922818175,-0.059600000812710045,0.349661514095473,-0.18058497016114708,0.0,-1.0,0.0,-0.00035047594807470093,-0.0006640033155958854,-0.001170020061564584,9.945909247105478e-05,0.0,-0.0003262574350948455
3147,RF,86,0.10778496390641547,-0.3314736815877854,0.9737941739344892,-0.03512759806214663,0.04902582939231317,-0.046789615020154975,0.0,-1.0,0.0,0.00023467799654826055,-0.00032226283364238334,-0.0005138507129852506,-0.0006384039316705004,0.00011318412214578188,-6.183473283405405e-06
3148,RF,86,0.1077887576540072,-0.331485,0.9740123489280407,-0.03395083334266168,0.04200062726924154,-0.03959938404176551,0.0,-1.0,0.0,0.0001950430656281805,-0.0002966709672427636,-0.0004818822765633628,3.7937475917265706e-05,-0.00011318412214578188,0.0021817499355147874
3149,RF,86,0.10613861014297056,-0.331485,0.9755309544581595,-0.0978547975693575,1.1707451540139462,-0.8122167256328473,0.0,-1.0,0.0,0.0037147895257087313,-9.771285169563091e-05,-0.0005883981572605205,-0.016501475110366343,0.0,0.01518605530118844
3150,RF,86,0.10673163912499417,-0.331485,0.9751914921416542,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0059302898202361065,0.0,-0.0033946231650527903
3151,RF,86,0.10613794589416373,-0.331373516068074,0.9748347064250606,-0.007250614998180911,0.021857130325277595,-0.019666599826616425,0.0,-1.0,0.0,0.000129818485498182,-4.5684789185393676e-05,-9.863434788950847e-05,-0.005936932308304443,0.0011148393192594863,-0.0035678571659358838
3152,RF,86,0.10735066403935582,-0.331485,0.9748191463669196,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.01212718145192096,-0.0011148393192594863,-0.00015560058141073085
3153,RF,86,0.10613202516975787,-0.33132081252062223,0.9737729695113396,4.480504434799964e-167,3.4702592911735374e-167,-4.099375474301994e-167,0.0,-1.0,0.0,3.3372890472356733e-169,2.2258608476959787e-169,5.531831081607964e-169,-0.012186388695979572,0.0016418747937774203,-0.0104617685557995
3154,RF,86,0.10446459082659862,-0.33132090719543655,0.9737626955540273,-0.17838921062521046,1.0495325510998563,-1.0056356503223247,0.0,-1.0,0.0,0.008775462775994124,-0.0019479735092237198,-0.003589679306748897,-0.016674343431592464,-9.467481432157143e-07,-0.00010273957312345594
3155,LF,86,0.10491250720136122,-0.331485,0.9529878684378436,0.6923983740620849,7.09703715574406,0.5627211951034236,0.0,-1.0,0.0,-0.03989903491813613,0.0031432571349449268,0.009450886644183722,0.004479163747626025,-0.0016409280456342046,-0.20774827116183725
3156,LF,86,0.10502490231148329,-0.331485,0.9528597062255829,0.005957370924257941,0.5436449798899319,0.0754191414269942,0.0,-1.0,0.0,-0.0035488148992731793,3.520503138522511e-05,2.6552518089811286e-05,0.0011239511012206549,0.0,-0.0012816221226064073
3157,LF,86,0.10471143891427183,-0.3314293468170964,0.9528644750982538,-0.11657426666269068,0.19538159164643848,-0.052957189037299575,0.0,-1.0,0.0,-0.00014481768486116582,-0.0005132857450182206,-0.0015749433067503654,-0.003134633972114581,0.0005565318290357002,4.7688726708683404e-05
3158,LF,86,0.10520867474461344,-0.331485,0.9521127970462404,-0.0002671891349112182,0.002887909565799844,-0.0014817339143451814,0.0,-1.0,0.0,5.628741732084579e-06,-2.546171061650214e-06,-5.977490501761862e-06,0.004972358303416136,-0.0005565318290357002,-0.0075167805201337146
3159,LF,86,0.10529190222613886,-0.331485,0.9517901222891272,-0.0007259819550547378,0.002715209601914785,-0.0017571391890560868,0.0,-1.0,0.0,9.855143273837863e-06,-5.6380798419703214e-06,-1.2783975705779083e-05,0.0008322748152542192,0.0,-0.0032267475711322824
3160,LF,86,0.10470636324714547,-0.33138163825474204,0.9517970465926218,-0.15399823475449176,0.2761621184438285,-0.1429498721265668,0.0,-1.0,0.0,0.0006937976788232425,-0.000837798723681616,-0.002365947469176773,-0.005855389789933968,0.0010336174525793496,6.924303494582063e-05
3161,LF,86,0.10495786138582003,-0.331485,0.9509429849278277,-0.04934710897837454,0.07810677136518512,-0.03172282885195313,0.0,-1.0,0.0,5.417124531458136e-05,-0.00029226682917395786,-0.0008038757473036895,0.0025149813867456072,-0.0010336174525793496,-0.008540616647940702
3162,LF,86,0.10489890683011067,-0.331485,0.9507807566689607,-0.05787807696258406,0.07635994487580024,-0.005642065318159049,0.0,-1.0,0.0,-0.00027580154870841925,-0.00027725041113316434,-0.0009230596518643167,-0.0005895455570935348,0.0,-0.001622282588670254
3163,LF,86,0.10469124219774761,-0.33144924193239517,0.9507829437332057,-0.09662453277394456,0.12705485286817458,-0.013831780665329405,0.0,-1.0,0.0,-0.00037389658743825513,-0.00045205426221981343,-0.0015405178279891767,-0.00207664632363061,0.00035758067604807486,2.1870642450405597e-05
3164,LF,86,0.10306902697675945,-0.3312603806047762,0.951833288248301,-0.240438471958745,0.8223071017080221,-0.26339346308951905,0.0,-1.0,0.0,0.0012234833422058674,-0.0009535145888671062,-0.004093701759440092,-0.016222152209881685,0.0018886132761897212,0.010503445150953361
3165,FF,87,0.10884944224064501,-0.331485,1.007725277694176,0.10208841218427078,1.890498713910291,-1.9069856243341992,0.0,-1.0,0.0,0.006753466564354835,-0.0010859833794248232,-0.0007150549466318694,0.05780415263885563,-0.002246193952237796,0.5589198944587503
3166,FF,87,0.1088681116641334,-0.331485,1.0077112374951283,-0.061324839424372744,0.14535365904775216,-0.20359556783179628,0.0,-1.0,0.0,0.0012414560266997595,-0.0007901913592883304,-0.0009380818008182139,0.00018669423488396064,0.0,-0.00014040199047826718
3167,FF,87,0.10882548222846289,-0.3314818469473271,1.007710994392712,-0.02481766471740262,0.02752041963437799,-0.03578803397617007,0.0,-1.0,0.0,0.0002014443782357216,-0.000268466128986594,-0.0003461402650348545,-0.00042629435670515914,3.153052672899559e-05,-2.4310241619751594e-06
3168,FF,87,0.10882600181388345,-0.331485,1.0077438351631978,-0.009446376734783197,0.01078771756244005,-0.014087437240453719,0.0,-1.0,0.0,7.97349536041445e-05,-0.00010223136995050197,-0.00013175210821118557,5.1958542056362855e-06,-3.153052672899559e-05,0.00032840770485709214
3169,FF,87,0.10749387002746413,-0.331485,1.0076872453156114,-0.2413211194388833,0.6662326453700356,-0.9414946294111629,0.0,-1.0,0.0,0.006946435765950535,-0.002970254052016341,-0.0038823395858683316,-0.013321317864193188,0.0,-0.0005658984758638574
3170,FF,87,0.10886878743278017,-0.331485,1.006769344645174,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.01374917405316034,0.0,-0.009179006704373993
3171,FF,87,0.10887216941867313,-0.331485,1.0067331515185658,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.381985892961237e-05,0.0,-0.00036193126608186077
3172,FF,87,0.10880990569870747,-0.3314806429100041,1.0067322837065074,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.0006226371996566338,4.3570899958544906e-05,-8.678120584360016e-06
3173,FF,87,0.10880900362033502,-0.331485,1.0066896661669735,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-9.020783724444925e-06,-4.3570899958544906e-05,-0.00042617539533829074
3174,FF,87,0.10825362835584099,-0.331485,1.0067147128735099,-6.496253498318103e-201,1.036277501346631e-200,5.846984889454068e-201,0.0,-1.0,0.0,-1.6419778446984816e-202,-4.4255456328932496e-203,-1.0399566720619598e-202,-0.005553752644940346,0.0,0.0002504670653635799
3175,MF,87,0.10659704815255769,-0.331485,0.9970990947685203,0.2735473824948878,2.8574823558468774,-0.8656801808510979,0.0,-1.0,0.0,-0.010637670673472939,0.002268739967051875,0.004127364281080587,-0.016565802032832977,0.0,-0.09615618104989565
3176,MF,87,0.10687715957295625,-0.331485,0.9969755181311025,0.010373495300486923,0.19281905553217044,-0.11445848932649882,0.0,-1.0,0.0,-4.193526192147139e-05,9.023497153099182e-05,0.00014821099635275049,0.0028011142039856274,0.0,-0.0012357663741779934
3177,MF,87,0.10660024064244485,-0.3314405540118203,0.9968073692770194,-0.044874531938597736,0.09709426965023628,-0.10222666817956638,0.0,-1.0,0.0,0.0005939032235590104,-0.00035625613872240455,-0.0005990761497198181,-0.0027691893051140504,0.00044445988179653284,-0.0016814885408311664
3178,MF,87,0.1072443092463376,-0.331485,0.9968023187292766,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.006440686038927529,-0.00044445988179653284,-5.050547742802003e-05
3179,MF,87,0.10752799700813816,-0.331485,0.9963728586336696,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.002836877618005579,0.0,-0.004294600956069594
3180,MF,87,0.10795508517380306,-0.331485,0.9958169155606609,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.004270881656649045,0.0,-0.005559430730087689
3181,MF,87,0.106588640341293,-0.33139303272794113,0.995787845061437,-0.06766349193858509,0.16962555751574782,-0.18564330657388733,0.0,-1.0,0.0,0.0011221913517873612,-0.0007281120915474701,-0.0010743064677558587,-0.013664448325100553,0.0009196727205884603,-0.00029070499223848856
3182,MF,87,0.10492929997133621,-0.331485,0.9969173272635514,-0.07447538204982382,0.35055501421228646,-0.4040872321063437,0.0,-1.0,0.0,0.0032602050754653973,-0.00044487285406712433,-0.0009868102641047572,-0.016593403699567966,-0.0009196727205884603,0.011294822021143958
3183,MF,87,0.1051489472878043,-0.331485,0.9969436320178829,0.0002880096655672563,0.0026302879274436013,-0.001467642418456404,0.0,-1.0,0.0,3.0357990134813425e-06,1.8569782753439223e-06,3.923794328472109e-06,0.002196473164680912,0.0,0.00026304754331518687
3184,MF,87,0.10492921387897611,-0.33141970270383825,0.9957476259745787,-0.12497241189567003,0.2536985655240719,-0.2733155866318362,0.0,-1.0,0.0,0.0020904777398678413,-0.001069726913447797,-0.0019488102935277295,-0.0021973340882819326,0.0006529729616172597,-0.011960060433042763
3185,RF,87,0.10743114482873772,-0.331485,0.9738680384598777,0.2107319060865563,2.965583388556328,-0.7397603423139417,0.0,-1.0,0.0,-0.0131720784501371,0.0008009176992181072,-0.0005415118270114955,0.02501930949761616,-0.0006529729616172597,-0.21879587514700982
3186,RF,87,0.10743522295440776,-0.331485,0.9738549738069897,-0.06613893881131656,0.28859480447651786,-0.2678632669119008,0.0,-1.0,0.0,0.0012738989691671386,-0.0008103307215232367,-0.0011875893465358367,4.078125670034516e-05,0.0,-0.00013064652887972983
3187,RF,87,0.10740957646775276,-0.3314804045327812,0.9738547090922358,-0.021516471723010484,0.033542830004906696,-0.032030308727399565,0.0,-1.0,0.0,0.00016079172169223774,-0.00020118211554999552,-0.0003186946501790695,-0.00025646486654998246,4.595467218759808e-05,-2.6471475389477916e-06
3188,RF,87,0.10741097963857986,-0.331485,0.9739404635536589,-0.009751466022514506,0.012339455772618399,-0.011435879956656205,0.0,-1.0,0.0,5.4654456039006195e-05,-8.67527113941398e-05,-0.00014021153794228322,1.4031708270995091e-05,-4.595467218759808e-05,0.0008575446142311538
3189,RF,87,0.10576159649051767,-0.331485,0.9755489018936355,-0.041897390327631456,1.5741606899608667,-0.996701531748035,0.0,-1.0,0.0,0.0037302187521561494,0.0003108946086926708,0.0003342140350421792,-0.016493831480621918,0.0,0.016084383399765922
3190,RF,87,0.10631745115151242,-0.331485,0.9752284597818135,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0055585466099475345,0.0,-0.0032044211182202798
3191,RF,87,0.10576177310659718,-0.3313789896608083,0.9748938762754468,-0.009584549329825477,0.06087091997720753,-0.06171735366445266,0.0,-1.0,0.0,0.00045400789114721774,-6.38578915346935e-05,-0.0001334883812281347,-0.005556780449152421,0.0010601033919166447,-0.0033458350636672574
