,finger,t,px,py,pz,fx,fy,fz,nx,ny,nz,taux,tauy,tauz,vx,vy,vz
735,LF,21,0.10152302716368368,-0.331485,0.9675337431341804,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0013541961415974857,-7.261669657976366e-05,1.4392171066024417e-06
736,LF,21,0.10138655379038516,-0.331485,0.9674168247824707,1.338060485513061e-91,1.1231697398882702e-91,-1.5059815781742174e-91,0.0,-1.0,0.0,1.11063292078373e-93,9.963248219449813e-94,1.7298590859771241e-93,-0.0013647337329851517,0.0,-0.0011691835170968279
737,LF,21,0.10116121350381038,-0.331485,0.967533989137495,0.43424194263934046,0.36450326053518634,-0.4887375220819556,0.0,-1.0,0.0,0.0037014918124634562,0.00319435950168564,0.005671137008647622,-0.0022534028657478222,0.0,0.0011716435502429068
738,LF,21,0.10128699442784561,-0.331485,0.9674697714692397,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0012578092403522922,0.0,-0.0006421766825526198
739,FF,22,0.09715958038481454,-0.331485,1.0345207032986115,-0.01426461792590794,2.0420653947221723,-2.1716517782820866,0.0,-1.0,0.0,0.012320728134681292,0.002085507212310646,0.001880131828742253,-0.041274140430310746,0.0,0.6705093182937172
740,FF,22,0.09749876048571127,-0.331485,1.0344157367369553,0.00536742685115546,0.09465035124661801,-0.13034402771358777,0.0,-1.0,0.0,0.0009195545179334983,0.00016205278780230873,0.00015554218518694954,0.003391801008967299,0.0,-0.0010496656165615015
741,FF,22,0.09700665718738402,-0.3314661793547024,1.0344265965952095,0.001310904881629632,0.11638714145842399,-0.1603069450859436,0.0,-1.0,0.0,0.0012026740588555345,0.00015718734140745448,0.00012395705391287151,-0.004921032983272455,0.00018820645297568106,0.00010859858254219645
742,FF,22,0.09700726865689956,-0.331485,1.034563484435469,0.005514237823002907,0.013657696531222946,-0.018782222126648613,0.0,-1.0,0.0,0.00014041750386836776,6.216417834506172e-05,8.642827152433102e-05,6.114695155351457e-06,-0.00018820645297568106,0.0013688784025944756
743,FF,22,0.09792340881172965,-0.331485,1.0339641406662938,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.00916140154830089,0.0,-0.005993437691751424
744,FF,22,0.09701420121417059,-0.3314288901571279,1.0334032174411785,-7.665981877321392e-18,6.298296231181485e-18,-8.717362317817774e-18,0.0,-1.0,0.0,6.589913535608794e-20,-5.993724946467549e-20,-1.0125587277444183e-19,-0.00909207597559053,0.0005610984287207632,-0.0056092322511536175
745,FF,22,0.09836293344544456,-0.331485,1.0334000968266304,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.013487322312739636,-0.0005610984287207632,-3.120614548102196e-05
746,FF,22,0.09700448229332702,-0.331485,1.03258859575588,-1.4188139562860844e-08,1.1656837619275389e-08,-1.613402629493815e-08,0.0,-1.0,0.0,1.213628413387295e-10,-1.2383157777919775e-10,-1.9619389897505712e-10,-0.013584511521175374,0.0,-0.008115010707503423
747,FF,22,0.09660576562160283,-0.331485,1.0344343546712707,0.013035931495969627,0.14340795773986686,-0.19746182085315456,0.0,-1.0,0.0,0.0015470119058199733,0.0002776623690131412,0.0003037839631475685,-0.003987166717241836,0.0,0.018457589153906273
